feature,missing_count,total_count,missing_rate,missing_band
feature_511,2,1567,0.0012763241863433313,low_under_10pct
feature_512,6,1567,0.0038289725590299937,low_under_10pct
feature_513,6,1567,0.0038289725590299937,low_under_10pct
feature_514,6,1567,0.0038289725590299937,low_under_10pct
feature_515,6,1567,0.0038289725590299937,low_under_10pct
feature_516,1018,1567,0.6496490108487556,high_over_40pct
feature_517,1018,1567,0.6496490108487556,high_over_40pct
feature_518,1018,1567,0.6496490108487556,high_over_40pct
feature_519,715,1567,0.4562858966177409,high_over_40pct
feature_520,0,1567,0.0,low_under_10pct
feature_521,0,1567,0.0,low_under_10pct
feature_522,0,1567,0.0,low_under_10pct
feature_523,0,1567,0.0,low_under_10pct
feature_524,0,1567,0.0,low_under_10pct
feature_525,24,1567,0.015315890236119975,low_under_10pct
feature_526,0,1567,0.0,low_under_10pct
feature_527,0,1567,0.0,low_under_10pct
feature_528,9,1567,0.00574345883854499,low_under_10pct
feature_529,9,1567,0.00574345883854499,low_under_10pct
feature_530,9,1567,0.00574345883854499,low_under_10pct
feature_531,9,1567,0.00574345883854499,low_under_10pct
feature_532,9,1567,0.00574345883854499,low_under_10pct
feature_533,9,1567,0.00574345883854499,low_under_10pct
feature_534,9,1567,0.00574345883854499,low_under_10pct
feature_535,9,1567,0.00574345883854499,low_under_10pct
feature_536,9,1567,0.00574345883854499,low_under_10pct
feature_537,9,1567,0.00574345883854499,low_under_10pct
feature_538,9,1567,0.00574345883854499,low_under_10pct
feature_539,8,1567,0.005105296745373325,low_under_10pct
feature_540,8,1567,0.005105296745373325,low_under_10pct
feature_541,8,1567,0.005105296745373325,low_under_10pct
feature_542,2,1567,0.0012763241863433313,low_under_10pct
feature_543,2,1567,0.0012763241863433313,low_under_10pct
feature_544,2,1567,0.0012763241863433313,low_under_10pct
feature_545,2,1567,0.0012763241863433313,low_under_10pct
feature_546,260,1567,0.16592214422463306,medium_10_to_40pct
feature_547,260,1567,0.16592214422463306,medium_10_to_40pct
feature_548,260,1567,0.16592214422463306,medium_10_to_40pct
feature_549,260,1567,0.16592214422463306,medium_10_to_40pct
feature_550,260,1567,0.16592214422463306,medium_10_to_40pct
feature_551,260,1567,0.16592214422463306,medium_10_to_40pct
feature_552,260,1567,0.16592214422463306,medium_10_to_40pct
feature_553,260,1567,0.16592214422463306,medium_10_to_40pct
feature_554,260,1567,0.16592214422463306,medium_10_to_40pct
feature_555,260,1567,0.16592214422463306,medium_10_to_40pct
feature_556,260,1567,0.16592214422463306,medium_10_to_40pct
feature_557,260,1567,0.16592214422463306,medium_10_to_40pct
feature_558,1,1567,0.0006381620931716656,low_under_10pct
feature_559,1,1567,0.0006381620931716656,low_under_10pct
feature_560,1,1567,0.0006381620931716656,low_under_10pct
feature_561,1,1567,0.0006381620931716656,low_under_10pct
feature_562,273,1567,0.1742182514358647,medium_10_to_40pct
feature_563,273,1567,0.1742182514358647,medium_10_to_40pct
feature_564,273,1567,0.1742182514358647,medium_10_to_40pct
feature_565,273,1567,0.1742182514358647,medium_10_to_40pct
feature_566,273,1567,0.1742182514358647,medium_10_to_40pct
feature_567,273,1567,0.1742182514358647,medium_10_to_40pct
feature_568,273,1567,0.1742182514358647,medium_10_to_40pct
feature_569,273,1567,0.1742182514358647,medium_10_to_40pct
feature_570,0,1567,0.0,low_under_10pct
feature_571,0,1567,0.0,low_under_10pct
feature_572,0,1567,0.0,low_under_10pct
feature_573,0,1567,0.0,low_under_10pct
feature_574,0,1567,0.0,low_under_10pct
feature_575,0,1567,0.0,low_under_10pct
feature_576,0,1567,0.0,low_under_10pct
feature_577,0,1567,0.0,low_under_10pct
feature_578,949,1567,0.6056158264199106,high_over_40pct
feature_579,949,1567,0.6056158264199106,high_over_40pct
feature_580,949,1567,0.6056158264199106,high_over_40pct
feature_581,949,1567,0.6056158264199106,high_over_40pct
feature_582,1,1567,0.0006381620931716656,low_under_10pct
feature_583,1,1567,0.0006381620931716656,low_under_10pct
feature_584,1,1567,0.0006381620931716656,low_under_10pct
feature_585,1,1567,0.0006381620931716656,low_under_10pct
feature_586,1,1567,0.0006381620931716656,low_under_10pct
feature_587,1,1567,0.0006381620931716656,low_under_10pct
feature_588,1,1567,0.0006381620931716656,low_under_10pct
feature_589,1,1567,0.0006381620931716656,low_under_10pct
